Address1,Address2,Availability,Price,Beds,Baths,Sqft
"18 Rachel Cir, Russellville, AR 72802","Russellville, AR 72802",Pending,25000,,,
"162 Boxwood Ln, Easley, SC 29640","Easley, SC 29640",For Sale,275000,3,2,
"23 Rockwall Hts, Clarksville, AR 72830","Clarksville, AR 72830",For Sale,38280,,,
"Becket Plan, Walnut Bend CommunitySeguin, TX","Seguin, TX",For Sale,From250490,3,2,1408
"706 Shute St, Monroe, NC 28112","Monroe, NC 28112",Pending,110000,2,1,815
"817 Stonemanor Bay, Seguin, TX 78155","Seguin, TX 78155",For Sale,316365,3,2.5,2034
"349 E 6th St, Waldron, AR 72958","Waldron, AR 72958",For Sale,145000,4,3,1828
"505 S Adams St, South Hutchinson, KS 67505","South Hutchinson, KS 67505",Pending,154000,3,2,1974
"192 N Pinewood Dr, Carthage, TX 75633","Carthage, TX 75633",For Sale,209000,3,2,1164
"1006 Jordan Ter, Union City, TN 38261","Union City, TN 38261",Pending,142000,3,1.5,1140
"Raymond Wc # 508, Springdale, AR 72764","Springdale, AR 72764",Pending,69000,,,
"302 S 16th St, Denison, IA 51442","Denison, IA 51442",For Sale,175000,3,2,1976
"2308 Devin Dr, Clarksville, AR 72830","Clarksville, AR 72830",For Sale,165000,3,2,
"2322 Wanderer St, Vernon, TX 76384","Vernon, TX 76384",For Sale,7500,,,
"1635 Driftwood Dr, Seguin, TX 78155","Seguin, TX 78155",For Sale,295000,3,2,1440
"1624 N Camp St, Seguin, TX 78155","Seguin, TX 78155",For Sale,244990,3,2,1298
"2121 Oakhurst Dr, Jackson, MS 39204","Jackson, MS 39204",For Sale,56000,3,1,1103
"448 Country Club Rd, Wilkesboro, NC 28697","Wilkesboro, NC 28697",For Sale,699000,4,5.5+,
"3800 W Grouse Rd, Fayetteville, AR 72704","Fayetteville, AR 72704",Pending,550835,4,3.5,2607
"152 Copper Loop, Sanford, NC 27332","Sanford, NC 27332",Pending,372900,4,2.5,3096
"824 Gerardia Ct, Seguin, TX 78155","Seguin, TX 78155",For Sale,316490,4,3,2175
"13580 W Cir, Omaha, NE 68137","Omaha, NE 68137",Pending,325000,4,3,2312
"2196 W Million Ln, Fayetteville, AR 72704","Fayetteville, AR 72704",For Sale,337500,3,2.5,2009
"406 W 16th St, Hope, AR 71801","Hope, AR 71801",Pending,78000,3,1,1496
"Crescent Subdivision Rdg Lot 45, Albany, KY 42602","Albany, KY 42602",For Sale,32900,,,
"The Phoenix Plan, Longbrooke CommunityRome, GA","Rome, GA",For Sale,From239900,3,2,1436
"12448 Wildwood Dr, Rogers, AR 72756","Rogers, AR 72756",Pending,760000,4,3.5,3732
"264 Ashland Dr SW, Hanceville, AL 35077","Hanceville, AL 35077",Pending,273540,4,2,1884
"9 Overhill Rd SE, Rome, GA 30161","Rome, GA 30161",For Sale,849000,7,4.5,7705
"262 E Compass Way, Easley, SC 29640","Easley, SC 29640",For Sale,234000,3,2.5,1634
"609 Jean St, Seguin, TX 78155","Seguin, TX 78155",For Sale,301150,4,2,1740
"Rocky Branch Rd Lot 3, Rogers, AR 72756","Rogers, AR 72756",For Sale,35000,,,
"284 5th Ave, Burbank, WA 99323","Burbank, WA 99323",For Sale,335000,3,2,1152
"128 College Ave, Blountsville, AL 35031","Blountsville, AL 35031",For Sale,107500,3,1,1422
"155 W Bean St, Clarksville, AR 72830","Clarksville, AR 72830",For Sale,134900,3,2,1336
"8372 Marsh Market Rd, Temperanceville, VA 23442","Temperanceville, VA 23442",For Sale,115000,2,1,1152
"3310 Roberts Rd, Carthage, MS 39051","Carthage, MS 39051",Pending,68250,,,
"66 Watson Run, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,154500,,,
"443 Ashmoor Ave, Bowling Green, KY 42101","Bowling Green, KY 42101",Pending,394900,4,3,2753
"3119 Riverside Dr, Pine Bluff, AR 71602","Pine Bluff, AR 71602",Contingent,239900,5,3,3594
"305 Honeysuckle Ln, Shelbyville, TN 37160","Shelbyville, TN 37160",Contingent,489900,4,3,2227
"49 E Thompson St, Camilla, GA 31730","Camilla, GA 31730",For Sale,84900,3,2,1600
"10719 Skippers St, Glen Allen, VA 23059","Glen Allen, VA 23059",Pending,602207,4,2.5,2653
"12 Ashlyn Dr, Shelbyville, TN 37160","Shelbyville, TN 37160",For Sale,135000,,,
"307 S One Mile Rd, Dexter, MO 63841","Dexter, MO 63841",Contingent,206900,4,2,2286
"W Gum Log Rd, Russellville, AR 72802","Russellville, AR 72802",For Sale,306000,1,1,1800
"29 Paradise Valley Rd, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,154500,,,
"7520 Misty Meadow Lane Dr, Cumming, GA 30040","Cumming, GA 30040",Pending,1529365,5,5.5,4400
"1041 Brookwood Dr, Bowling Green, KY 42101","Bowling Green, KY 42101",For Sale,189900,2,2,1566
"5212 W Newport Ave, Chicago, IL 60641","Chicago, IL 60641",For Sale,424900,4,3,
"Threlkel Ferry Rd Lot 7, Bowling Green, KY 42101","Bowling Green, KY 42101",For Sale,99900,,,
"259 Carmel Ave, Jackson, MS 39204","Jackson, MS 39204",For Sale,45000,3,2,1992
"272 E Compass Way, Easley, SC 29640","Easley, SC 29640",For Sale,234000,3,2.5,1634
"1509 Rockwater Ln, North Little Rock, AR 72114","North Little Rock, AR 72114",For Sale,875000,4,3,3570
"3223 Meadow Oaks Dr, Haltom City, TX 76117","Haltom City, TX 76117",Pending,250000,3,1,1171
"76 Kincaid Springs Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,159975,,,
"3307 Lancaster Hwy, Monroe, NC 28112","Monroe, NC 28112",Contingent,309900,3,2,1618
"Woodsdale Phase 1 Ests Lots 4 & 5, Albany, KY 42602","Albany, KY 42602",For Sale,79900,,,
"10602 Christa Ct Unit 2, Alexandria, KY 41001","Alexandria, KY 41001",Pending,135000,2,2,
"602 Kingree Rd, Shelbyville, TN 37160","Shelbyville, TN 37160",For Sale,524900,4,3.5,3664
"309 Maple St, Johnson, NE 68378","Johnson, NE 68378",For Sale,218000,3,1,2573
"4703 Kindred St, Haltom City, TX 76117","Haltom City, TX 76117",Contingent,288990,2,2,1067
"1310 Main St, Vicksburg, MS 39183","Vicksburg, MS 39183",For Sale,55000,5,2,2426
"Ringgold Depot Rd Lot 11, Ringgold, VA 24586","Ringgold, VA 24586",For Sale,20000,,,
"Abbey Plan, NorthView - Glen CommunityEasley, SC","Easley, SC",For Sale,From238000,3,2.5,1634
"2808 Fitzgerald St, Jacksonville, FL 32254","Jacksonville, FL 32254",For Sale,120000,3,2,1789
"Hampton Plan, City Point CommunityNorth Richland Hills, TX","North Richland Hills, TX",For Sale,From352990,3,2.5,1750
"815 River Ranch Rd, Shelbyville, TN 37160","Shelbyville, TN 37160",Contingent,690000,5,4,3508
"223 S Congress St, Emporia, KS 66801","Emporia, KS 66801",Pending,124900,3,1,988
"11 Charismatic Rd SW, Rome, GA 30161","Rome, GA 30161",For Sale,119000,,,
"1824 6th St, Perry, IA 50220","Perry, IA 50220",Pending,96900,2,1,876
"Tbd County Road 425, Berryville, AR 72616","Berryville, AR 72616",For Sale,699000,,,
"1952 Creekview, Seguin, TX 78155","Seguin, TX 78155",For Sale,464900,4,3,2351
"1332 Lena St Unit 68, Monroe, NC 28112","Monroe, NC 28112",Pending,332575,3,2,1601
"56 Quills Point Dr, Russellville, AR 72802","Russellville, AR 72802",Pending,222000,4,3,3068
"1401 Rosewood St, Monett, MO 65708","Monett, MO 65708",For Sale,264900,4,2.5,2619
"722 Clarence O Dell Rd, Bowling Green, KY 42101","Bowling Green, KY 42101",Pending,129900,4,1,1683
"418 Rock Creek Run, Amherst, OH 44001","Amherst, OH 44001",For Sale,215000,3,1.5,
"32 Gibbons St NE, Rome, GA 30161","Rome, GA 30161",For Sale,169990,4,2.5,1486
"10369 Silver Willow Pl, Glen Allen, VA 23059","Glen Allen, VA 23059",For Sale,684990,3,2.5,2300
"700 Ashwood Way Unit 136, Easley, SC 29640","Easley, SC 29640",For Sale,305490,4,2.5,2174
"10216-A Gateley Hill Rd, Dardanelle, AR 72834","Dardanelle, AR 72834",For Sale,875000,4,4,2626
"Hidden Valley Dr Lot 36, Rogers, AR 72756","Rogers, AR 72756",Pending,27900,,,
"3257W Plan, The Village of Mill Creek 60' CommunitySeguin, TX","Seguin, TX",For Sale,From544900,4,3,3257
"4 Jackson St NE, Rome, GA 30161","Rome, GA 30161",Pending,140000,2,2,1410
"3420 Butterfly Ave, Springdale, AR 72764","Springdale, AR 72764",Pending,415000,4,2.5,2215
"1214 E 11th St, Sedalia, MO 65301","Sedalia, MO 65301",For Sale,232000,2,1,805
"Penny Ln Lot 1, Albany, KY 42602","Albany, KY 42602",For Sale,17000,,,
"100 Clive St, Berryville, AR 72616","Berryville, AR 72616",Pending,1250000,,,
"4715 McIntosh Dr, Cumming, GA 30040","Cumming, GA 30040",Pending,665000,4,2.5,2772
"11148 Northview Dr, Dexter, MO 63841","Dexter, MO 63841",For Sale,359000,4,4,3464
"Plan 3121 Modeled, Cordova Crossing CommunitySeguin, TX","Seguin, TX",For Sale,From329995,4,2.5,3121
"412 Bethel Meadows Rd, Caseyville, IL 62232","Caseyville, IL 62232",Contingent,155000,2,1.5,1824
"Long Ln Lot 32, Temperanceville, VA 23442","Temperanceville, VA 23442",For Sale,11500,,,
"311 W 2nd St, Broken Bow, OK 74728","Broken Bow, OK 74728",Pending,100000,2,2,1036
"507 Timber Creek Trails St, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,765000,2,3,1525
"Mount Sinai Rd, Wilkesboro, NC 28697","Wilkesboro, NC 28697",For Sale,125000,,,
"1469 Hidden Trails Dr, Goodlettsville, TN 37072","Goodlettsville, TN 37072",Contingent,549900,3,2.5+,3519
"1317 Seneca St Apt 303, Storm Lake, IA 50588","Storm Lake, IA 50588",Pending,89900,2,1.5,960
"428 Horizon Pointe, Seguin, TX 78155","Seguin, TX 78155",For Sale,286910,4,2,1892
"Zarecor Rd, Newbern, TN 38059","Newbern, TN 38059",For Sale,134900,,,
"308 E 13th St, Hope, AR 71801","Hope, AR 71801",For Sale,10000,,,
"4623 W Patterson Ave, Chicago, IL 60641","Chicago, IL 60641",Contingent,300000,5,2,1500
,,For Sale,154999,4,2,1176
"378 Oak St, Waldron, AR 72958","Waldron, AR 72958",For Sale,65000,3,1,1072
"110 Southgate Rd, Rainbow City, AL 35906","Rainbow City, AL 35906",For Sale,364900,5,3,2675
"510 S Fulton St, Hope, AR 71801","Hope, AR 71801",For Sale,40000,3,2,1892
"600 E Park Ave, Sedalia, MO 65301","Sedalia, MO 65301",For Sale,250000,,,
"300 Timpson St, Center, TX 75935","Center, TX 75935",For Sale,157500,2,1,1260
"40 Rawhide Rd, Vicksburg, MS 39183","Vicksburg, MS 39183",For Sale,175000,4,2.5,2614
"921 Reiley Rd, Seguin, TX 78155","Seguin, TX 78155",For Sale,485000,2,1,1116
"825 E Carrier Rd, Enid, OK 73701","Enid, OK 73701",Pending,750000,4,3.5,3883
"2532 Marty Way, Seguin, TX 78155","Seguin, TX 78155",For Sale,318497,4,2.5,2445
"77 Kincaid Springs Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,156600,,,
"236 Cloverdale Ln, Wilkesboro, NC 28697","Wilkesboro, NC 28697",Pending,269000,3,3,
"2842 N Linder Ave, Chicago, IL 60641","Chicago, IL 60641",For Sale,424900,4,3,2200
"6080 Jones Cir, Sanford, NC 27332","Sanford, NC 27332",For Sale,349900,4,2.5,2200
"84 Craddock St, Humboldt, TN 38343","Humboldt, TN 38343",For Sale,4000,,,
"1450 New York Ave, Sanford, NC 27332","Sanford, NC 27332",For Sale,345000,3,2,1609
"16633 E Highway 412, Springdale, AR 72764","Springdale, AR 72764",Pending,335000,5,2,2356
"119 Watson Run, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,269100,,,
"3510 Andrews St, Jacksonville, FL 32254","Jacksonville, FL 32254",For Sale,189900,4,1,1152
"N Macarthur Dr Lot 2, Camilla, GA 31730","Camilla, GA 31730",For Sale,10000,,,
"109 E Front St Ste 303, Traverse City, MI 49684","Traverse City, MI 49684",For Sale,1749000,3,2.5,1844
"813 Ashwood Way Unit 186, Easley, SC 29640","Easley, SC 29640",For Sale,290490,4,2.5,
"4571 Haleys Pt, Vicksburg, MS 39183","Vicksburg, MS 39183",Pending,125000,3,2,1300
"2413 E Mills Ave, Hutchinson, KS 67501","Hutchinson, KS 67501",Pending,300000,5,3,2880
"315 S Loving Ave, Sherman, TX 75090","Sherman, TX 75090",Pending,199999,3,2,1472
"737 Legacy Blvd, Van Buren, AR 72956","Van Buren, AR 72956",For Sale,375000,4,2,2231
"1513 Tate Cir, Sherman, TX 75090","Sherman, TX 75090",Pending,499000,3,2.5,2040
"330 E State St Unit 301, Traverse City, MI 49684","Traverse City, MI 49684",Pending,462400,1,1.5,1171
"99 Stoney Hill Ln, Sanford, NC 27332","Sanford, NC 27332",Pending,279500,4,2,1755
"16465 Highway 465, Vicksburg, MS 39183","Vicksburg, MS 39183",For Sale,368900,4,4,3253
"2915 Riverside Dr, White Hall, AR 71602","White Hall, AR 71602",For Sale,29500,,,
"1500 Dietert Rd, Seguin, TX 78155","Seguin, TX 78155",For Sale,1999000,,,
"Hawkins Dr Lot 26, Rogers, AR 72756","Rogers, AR 72756",Pending,475000,,,
"971 Jefferson Ave, Seguin, TX 78155","Seguin, TX 78155",Pending,245000,4,2.5,1836
"402 Quapaw Dr, Russellville, AR 72802","Russellville, AR 72802",For Sale,1100000,5,4.5,6979
"301 Watkins Sebree Rd, Sebree, KY 42455","Sebree, KY 42455",Pending,40000,3,1,1738
"Highway 152 and Porters Grove Church Rd, Humboldt, TN 38343","Humboldt, TN 38343",Pending,200000,,,
"4737 Crest Dr, Kansas City, KS 66106","Kansas City, KS 66106",Pending,160000,2,1,816
"138 Cedar Hills Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,659000,2,2.5,1845
"867 Old Tram Rd, Bowling Green, KY 42101","Bowling Green, KY 42101",For Sale,599900,3,3.5,3236
"1514 Honeysuckle Dr, Union City, TN 38261","Union City, TN 38261",Pending,179900,3,2,1505
"111 W 13th Ave, Hutchinson, KS 67501","Hutchinson, KS 67501",For Sale,109900,3,1.5,2002
"Tbd Thefarm 2 Peterson Pond Dr Lot 48, Wilkesboro, NC 28697","Wilkesboro, NC 28697",For Sale,42500,,,
"Jerry Wright Rd Lot 5, Alexandria, KY 41001","Alexandria, KY 41001",For Sale,80000,,,
"550 2nd St NE, Rome, GA 30161","Rome, GA 30161",Pending,170000,2,1,1008
"448 Cleveland Dr, Bowling Green, KY 42101","Bowling Green, KY 42101",For Sale,144900,,,
"V/L Port Sheldon St Parcel 2, Zeeland, MI 49464","Zeeland, MI 49464",For Sale,125000,,,
"000 FM 1970 and Highway 84, Timpson, TX 75935","Timpson, TX 75935",For Sale,20000,,,
"1640 Nestledown Dr, Cumming, GA 30040","Cumming, GA 30040",Pending,512000,3,3,2300
"3089 W 19th St, Jacksonville, FL 32254","Jacksonville, FL 32254",For Sale,145000,4,2,1363
"1233 Beach Blvd, Sherman, TX 75090","Sherman, TX 75090",Pending,377990,4,2,1956
"1418 12th St, Fort Smith, AR 72901","Fort Smith, AR 72901",For Sale,24000,,,
"Country Club Rd, Wilkesboro, NC 28697","Wilkesboro, NC 28697",For Sale,269900,,,
"ALWICK Plan, Arcadia Place CommunityAlexandria, KY","Alexandria, KY",For Sale,From438800,4,2.5,2631
"2521 Smokey Cv, Seguin, TX 78155","Seguin, TX 78155",For Sale,309900,5,3.5,2131
"Se Loop # 436, Carthage, TX 75633","Carthage, TX 75633",For Sale,552400,,,
"907 S Myrtle Ave, Pasco, WA 99301","Pasco, WA 99301",For Sale,195000,2,2,645
"2831 Fairway Homes Way, Glen Allen, VA 23059","Glen Allen, VA 23059",Pending,456000,4,2.5,2354
"200 E Pecan Tree Ln, Vicksburg, MS 39183","Vicksburg, MS 39183",Pending,192400,4,2,2505
"1406 N Erie St, Lexington, NE 68850","Lexington, NE 68850",Pending,165000,3,2,1176
"1101 S Moniteau Ave, Sedalia, MO 65301","Sedalia, MO 65301",Pending,124900,3,1,960
"5305 Cress Rd, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,400000,,,
"306 Pleasant Dr, Monett, MO 65708","Monett, MO 65708",Pending,165000,3,1.5,1350
"1161 Meadow View Ct Unit 3, Sioux City, IA 51106","Sioux City, IA 51106",For Sale,210000,2,2,1110
"1067 Windrace Trl, Sanford, NC 27332","Sanford, NC 27332",Pending,295000,3,2,1661
"Dalton St, Albany, KY 42602","Albany, KY 42602",For Sale,54900,,,
"411 W 15th Ave, Hutchinson, KS 67501","Hutchinson, KS 67501",Pending,97000,3,1,1273
"6000 Monterey Mews, North Richland Hills, TX 76180","North Richland Hills, TX 76180",For Sale,749900,5,4.5,3663
"823 S 17th St, Fort Smith, AR 72901","Fort Smith, AR 72901",For Sale,25000,,,
"303 E 20th St SW, Rome, GA 30161","Rome, GA 30161",For Sale,25900,3,1,1306
"1001 S Garrett St, Center, TX 75935","Center, TX 75935",For Sale,29950,2,1,672
"Tbd Topview Topview Dr Lot 2, Wilkesboro, NC 28697","Wilkesboro, NC 28697",For Sale,42500,,,
"N Oak Rd, Springdale, AR 72764","Springdale, AR 72764",For Sale,193000,,,
"101 River Point Rd, Rainbow City, AL 35906","Rainbow City, AL 35906",For Sale,50000,,,
"1904 Independence Ave, Lexington, NE 68850","Lexington, NE 68850",For Sale,301000,3,2,1681
"460 W Wind Drive Ext, Newbern, TN 38059","Newbern, TN 38059",Pending,224900,3,2,1508
"8948 W N Royster Rd, Robards, KY 42452","Robards, KY 42452",Pending,49000,3,3,1680
"Hampton Plan, The Park at Bethelview CommunityCumming, GA","Cumming, GA",For Sale,From586990,4,2.5,2622
"Roffee Plan, Cordova Crossing CommunitySeguin, TX","Seguin, TX",For Sale,From328999,3,2,1459
"112 Ivy Park Cir, Albertville, AL 35950","Albertville, AL 35950",For Sale,21900,,,
"157 Crawford Landing Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,154035,,,
"3922 N Leclaire Ave, Chicago, IL 60641","Chicago, IL 60641",Contingent,635000,8,5,
"8050 Tipton St, Amarillo, TX 79108","Amarillo, TX 79108",For Sale,275000,4,2,2155
"Highway U Lot 18, Sedalia, MO 65301","Sedalia, MO 65301",For Sale,75000,,,
"749 Ash St, Adams, NE 68301","Adams, NE 68301",For Sale,256000,4,2.5,2127
"6455 Crystal Ln, Cumming, GA 30040","Cumming, GA 30040",Pending,530000,4,3,2815
"181 Highway 32 E, Hope, AR 71801","Hope, AR 71801",For Sale,265000,4,2,2257
"404 Thornbury Rdg, Easley, SC 29640","Easley, SC 29640",For Sale,47500,,,
"1581 Rome Plan, Three Oaks CommunitySherman, TX","Sherman, TX",For Sale,From284990,3,2,1680
"401 Oaknoll Dr, Amherst, OH 44001","Amherst, OH 44001",Pending,29900,,,
"46 Lazy River Ln, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,150000,,,
"93 Castle Wood, Sanford, NC 27332","Sanford, NC 27332",Contingent,179900,3,2,1138
"15795 Via Rivera, San Lorenzo, CA 94580","San Lorenzo, CA 94580",Contingent,788000,3,1,1062
"941 N NC Highway 16, Wilkesboro, NC 28697","Wilkesboro, NC 28697",For Sale,349000,2,1,
"251 Anna Gray Cir, Easley, SC 29640","Easley, SC 29640",For Sale,285999,4,2.5,1955
"Sundance Dr, Rome, GA 30161","Rome, GA 30161",For Sale,447720,4,2.5,2184
"Tbd the Farm Topview Dr Lot 1, Wilkesboro, NC 28697","Wilkesboro, NC 28697",For Sale,42500,,,
"1323 Beach Blvd, Sherman, TX 75090","Sherman, TX 75090",Pending,395990,4,3,2216
"406 N 23rd St, Van Buren, AR 72956","Van Buren, AR 72956",For Sale,27500,2,1,840
"E40A Adelaide Plan, Sweetwater Springs CommunitySherman, TX","Sherman, TX",For Sale,From321490,4,2,1583
"151 McDowell Park Cir, Jackson, MS 39204","Jackson, MS 39204",For Sale,109000,3,2,1529
"426 Alta Vista Ter, Seguin, TX 78155","Seguin, TX 78155",For Sale,245999,3,2,1474
"28 N Hobie Cat Ln, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,719000,2,3,1420
"1317 Walnut St, Emporia, KS 66801","Emporia, KS 66801",For Sale,164900,3,2,1360
"161 Honey Creek Ct Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,163890,,,
"990 Hammett Hill Rd, Bowling Green, KY 42101","Bowling Green, KY 42101",Pending,189900,4,1,1943
"17 Saddle Mountain Rd SE, Rome, GA 30161","Rome, GA 30161",For Sale,45000,,,
"10350 Cherokee Loop, Dardanelle, AR 72834","Dardanelle, AR 72834",For Sale,720000,4,3.5,4302
"1902 The North Bridge Ln, Lexington, NE 68850","Lexington, NE 68850",For Sale,220000,2,2,1573
"756 Crane Rd, Noel, MO 64854","Noel, MO 64854",Contingent,432000,,,
"2244 W Million Ln, Fayetteville, AR 72704","Fayetteville, AR 72704",For Sale,290000,2,2.5,1571
"121 N Sunrise Blf, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,288000,,,
"3325 4th Ave, Council Bluffs, IA 51501","Council Bluffs, IA 51501",Pending,161000,2,1,962
"ALDEN Plan, Timber Creek Woods CommunityAlexandria, KY","Alexandria, KY",For Sale,From488400,4,2.5,3055
"129 Pebble Beach Dr, Vicksburg, MS 39183","Vicksburg, MS 39183",For Sale,385000,4,3,2600
"3618 Avenue A, Council Bluffs, IA 51501","Council Bluffs, IA 51501",Pending,165000,3,1,1198
"29 E Avenue F, Hutchinson, KS 67501","Hutchinson, KS 67501",For Sale,79900,2,1.5,816
"440 Docia St, Hillsdale, IL 61257","Hillsdale, IL 61257",Pending,98900,4,2,1678
"1400 N 6th St, Monett, MO 65708","Monett, MO 65708",Pending,224800,4,2,2169
"Technology Dr, Rogers, AR 72756","Rogers, AR 72756",For Sale,147900,,,
"County Road 4670, Tenaha, TX 75935","Tenaha, TX 75935",For Sale,232500,,,
"922 Harvest Dr, Enid, OK 73701","Enid, OK 73701",Pending,147000,3,2,1419
"6876 80th Ave, Zeeland, MI 49464","Zeeland, MI 49464",For Sale,140000,,,
"4500 E Chestnut, Enid, OK 73701","Enid, OK 73701",For Sale,55000,,,
"9478 Echo Hls, Alexandria, KY 41001","Alexandria, KY 41001",For Sale,109900,,,
"The Mitchell Plan, Arroyo Ranch CommunitySeguin, TX","Seguin, TX",For Sale,From319990,4,3,2257
"2943W Plan, The Village of Mill Creek 60' CommunitySeguin, TX","Seguin, TX",For Sale,From520900,4,3,2943
"106 Twisted Vine Ct, Broken Bow, OK 74728","Broken Bow, OK 74728",Pending,1133000,3,3.5,2505
"Hudson Plan, The Reserve of Parkside CommunityAlexandria, KY","Alexandria, KY",For Sale,From266990,2,2.5,1657
"1237 Sunset Dr, Rainbow City, AL 35906","Rainbow City, AL 35906",For Sale,175000,3,2,1480
"605 Shawnee Blvd, Tecumseh, NE 68450","Tecumseh, NE 68450",For Sale,35000,,,
"3677 State Highway 7 W, Center, TX 75935","Center, TX 75935",Pending,315000,4,2,2039
"Estate Fieldstone Dr Lot 12, Wilkesboro, NC 28697","Wilkesboro, NC 28697",For Sale,165000,,,
"4004 Hiawatha W, Sioux City, IA 51104","Sioux City, IA 51104",For Sale,239950,2,3,2191
"308 Kingston Ave NE, Rome, GA 30161","Rome, GA 30161",For Sale,165000,2,2,1065
"67 Conifer Crossing Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,190000,,,
